destination,year,month,crowd_risk_level,crowd_score_0_100,crowd_ratio,social_media_sentiment,trending,is_off_season,event_note,recommendation_action,model_used
Dambulla,2027,8,MEDIUM,50.9,0.509,0.715,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,8,HIGH,91.5,0.915,0.848,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,8,MEDIUM,56.2,0.562,0.55,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,8,LOW,6.4,0.064,0.462,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,8,MEDIUM,53.9,0.539,0.573,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,8,HIGH,72.1,0.721,0.713,0,0,Nallur Kandaswamy festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,8,MEDIUM,59.1,0.591,0.691,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,8,MEDIUM,49.0,0.49,0.652,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,9,MEDIUM,40.8,0.408,0.419,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,9,MEDIUM,44.2,0.442,0.622,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,9,LOW,39.4,0.394,0.431,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,9,MEDIUM,51.5,0.515,0.621,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,9,MEDIUM,42.4,0.424,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,9,LOW,34.0,0.34,0.424,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,9,LOW,38.9,0.389,0.462,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,9,LOW,35.6,0.356,0.361,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,9,HIGH,77.6,0.776,0.873,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,9,MEDIUM,66.7,0.667,0.714,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,9,LOW,33.5,0.335,0.535,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,9,LOW,32.3,0.323,0.428,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,9,LOW,35.1,0.351,0.537,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,9,HIGH,82.1,0.821,0.789,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,9,LOW,39.7,0.397,0.433,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,9,LOW,5.8,0.058,0.395,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,9,LOW,39.5,0.395,0.404,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,9,MEDIUM,47.7,0.477,0.664,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,9,MEDIUM,60.8,0.608,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,9,MEDIUM,42.4,0.424,0.437,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,10,MEDIUM,44.0,0.44,0.49,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,10,MEDIUM,46.6,0.466,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,10,MEDIUM,51.0,0.51,0.68,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,10,MEDIUM,49.4,0.494,0.797,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,10,MEDIUM,41.6,0.416,0.418,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,10,MEDIUM,44.3,0.443,0.617,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,10,MEDIUM,45.3,0.453,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,10,MEDIUM,48.4,0.484,0.616,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,10,MEDIUM,57.0,0.57,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,10,LOW,39.8,0.398,0.488,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,10,LOW,31.4,0.314,0.359,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,10,LOW,28.5,0.285,0.558,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,10,LOW,38.8,0.388,0.427,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,10,LOW,21.8,0.218,0.47,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,10,MEDIUM,45.1,0.451,0.771,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,10,LOW,8.4,0.084,0.402,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,10,MEDIUM,40.7,0.407,0.406,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,10,LOW,39.1,0.391,0.558,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,10,MEDIUM,53.9,0.539,0.663,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,10,MEDIUM,47.6,0.476,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,11,MEDIUM,62.6,0.626,0.618,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,11,MEDIUM,56.9,0.569,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,11,MEDIUM,68.3,0.683,0.761,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,11,MEDIUM,54.5,0.545,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,11,MEDIUM,47.8,0.478,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,11,HIGH,78.3,0.783,0.85,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,11,HIGH,76.5,0.765,0.89,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,11,MEDIUM,69.0,0.69,0.689,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,11,LOW,20.8,0.208,0.459,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,11,LOW,26.4,0.264,0.401,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,11,MEDIUM,43.1,0.431,0.626,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,11,LOW,36.7,0.367,0.527,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,11,MEDIUM,47.2,0.472,0.653,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,11,MEDIUM,44.9,0.449,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,11,MEDIUM,48.8,0.488,0.78,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,11,LOW,15.4,0.154,0.463,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,11,MEDIUM,48.2,0.482,0.745,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,11,LOW,36.1,0.361,0.467,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,11,MEDIUM,67.0,0.67,0.661,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,11,MEDIUM,58.7,0.587,0.662,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2027,12,HIGH,75.5,0.755,0.588,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2027,12,HIGH,83.3,0.833,0.778,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2027,12,HIGH,94.2,0.942,0.729,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2027,12,MEDIUM,64.2,0.642,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2027,12,MEDIUM,66.1,0.661,0.646,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2027,12,HIGH,87.2,0.872,0.933,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2027,12,HIGH,83.6,0.836,0.688,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2027,12,HIGH,88.0,0.88,0.79,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2027,12,LOW,13.9,0.139,0.493,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2027,12,LOW,23.4,0.234,0.416,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2027,12,MEDIUM,44.4,0.444,0.702,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2027,12,MEDIUM,43.9,0.439,0.644,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2027,12,MEDIUM,61.8,0.618,0.586,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2027,12,MEDIUM,58.4,0.584,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2027,12,MEDIUM,60.1,0.601,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2027,12,HIGH,91.7,0.917,0.841,1,0,Pilgrimage season opens (Unduvap Poya),redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2027,12,MEDIUM,55.3,0.553,0.737,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2027,12,MEDIUM,44.6,0.446,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2027,12,HIGH,82.4,0.824,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2027,12,HIGH,80.3,0.803,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,1,MEDIUM,62.6,0.626,0.593,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,1,HIGH,70.8,0.708,0.662,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,1,HIGH,83.2,0.832,0.735,0,0,Galle Literary Festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,1,MEDIUM,47.6,0.476,0.585,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,1,MEDIUM,55.8,0.558,0.703,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,1,HIGH,86.8,0.868,0.909,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,1,HIGH,86.4,0.864,0.768,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,1,HIGH,86.1,0.861,0.852,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,1,LOW,16.0,0.16,0.439,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,1,LOW,26.5,0.265,0.367,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,1,LOW,39.9,0.399,0.565,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,1,LOW,31.3,0.313,0.484,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,1,MEDIUM,50.7,0.507,0.621,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,1,MEDIUM,57.2,0.572,0.598,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,1,MEDIUM,58.5,0.585,0.6,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,1,HIGH,100.0,1.0,0.817,1,0,Peak pilgrimage season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,1,MEDIUM,61.2,0.612,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,1,LOW,36.9,0.369,0.495,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,1,HIGH,71.3,0.713,0.591,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,1,HIGH,74.5,0.745,0.865,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,2,MEDIUM,61.1,0.611,0.683,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,2,HIGH,82.0,0.82,0.854,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,2,HIGH,81.5,0.815,0.712,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,2,MEDIUM,42.5,0.425,0.453,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,2,MEDIUM,54.4,0.544,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,2,HIGH,94.7,0.947,0.72,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,2,HIGH,88.0,0.88,0.747,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,2,HIGH,80.9,0.809,0.823,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,2,LOW,18.8,0.188,0.427,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,2,LOW,33.8,0.338,0.415,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,2,LOW,34.3,0.343,0.382,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,2,LOW,29.1,0.291,0.536,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,2,MEDIUM,47.5,0.475,0.602,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,2,MEDIUM,63.9,0.639,0.638,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,2,MEDIUM,54.8,0.548,0.614,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,2,HIGH,94.5,0.945,0.811,1,0,Peak pilgrimage season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,2,HIGH,72.2,0.722,0.665,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,2,MEDIUM,41.3,0.413,0.425,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,2,MEDIUM,66.1,0.661,0.624,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,2,HIGH,81.2,0.812,0.795,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,3,MEDIUM,66.3,0.663,0.775,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,3,HIGH,80.4,0.804,0.8,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,3,HIGH,82.1,0.821,0.796,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,3,MEDIUM,47.5,0.475,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,3,MEDIUM,63.2,0.632,0.629,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,3,HIGH,82.1,0.821,0.921,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,3,HIGH,80.4,0.804,0.807,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,3,HIGH,79.5,0.795,0.687,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,3,LOW,33.3,0.333,0.496,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,3,MEDIUM,44.6,0.446,0.719,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,3,MEDIUM,42.6,0.426,0.425,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,3,LOW,34.8,0.348,0.586,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,3,MEDIUM,57.1,0.571,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,3,MEDIUM,54.0,0.54,0.599,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,3,MEDIUM,53.8,0.538,0.599,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,3,HIGH,76.7,0.767,0.791,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,3,MEDIUM,60.3,0.603,0.67,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,3,MEDIUM,47.8,0.478,0.619,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,3,MEDIUM,65.8,0.658,0.591,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,3,MEDIUM,68.5,0.685,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,4,MEDIUM,63.3,0.633,0.595,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,4,MEDIUM,68.9,0.689,0.731,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,4,MEDIUM,67.4,0.674,0.763,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,4,MEDIUM,59.3,0.593,0.575,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,4,HIGH,89.7,0.897,0.91,1,0,April Season - New Year festivities,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,4,MEDIUM,66.5,0.665,0.647,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,4,MEDIUM,69.4,0.694,0.582,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,4,HIGH,70.7,0.707,0.658,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,4,MEDIUM,68.4,0.684,0.694,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,4,HIGH,71.7,0.717,0.663,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,4,MEDIUM,57.7,0.577,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,4,MEDIUM,59.4,0.594,0.731,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,4,MEDIUM,60.2,0.602,0.619,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,4,MEDIUM,50.0,0.5,0.642,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,4,MEDIUM,60.6,0.606,0.716,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,4,MEDIUM,64.3,0.643,0.742,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,4,MEDIUM,55.7,0.557,0.624,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,4,MEDIUM,46.1,0.461,0.551,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,4,MEDIUM,66.4,0.664,0.654,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,4,MEDIUM,55.7,0.557,0.572,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,5,LOW,37.7,0.377,0.55,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,5,MEDIUM,44.8,0.448,0.36,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,5,LOW,38.4,0.384,0.434,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,5,MEDIUM,46.9,0.469,0.647,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,5,MEDIUM,60.7,0.607,0.692,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,5,LOW,35.5,0.355,0.518,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,5,LOW,33.0,0.33,0.384,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,5,LOW,36.2,0.362,0.454,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,5,HIGH,81.9,0.819,0.819,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,5,HIGH,85.3,0.853,0.811,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,5,HIGH,86.8,0.868,0.787,1,0,Vesak Poya pilgrimage surge,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,5,HIGH,76.5,0.765,0.617,0,0,Vesak Poya pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,5,MEDIUM,58.1,0.581,0.656,0,0,Vesak at the Golden Cave Temple,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,5,MEDIUM,53.6,0.536,0.74,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,5,MEDIUM,43.2,0.432,0.515,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,5,MEDIUM,66.4,0.664,0.526,0,0,Season closes at Vesak Poya,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,5,MEDIUM,45.2,0.452,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,5,MEDIUM,53.5,0.535,0.603,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,5,MEDIUM,51.9,0.519,0.755,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,5,MEDIUM,40.8,0.408,0.526,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,6,LOW,36.4,0.364,0.382,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,6,LOW,36.9,0.369,0.479,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,6,LOW,31.1,0.311,0.493,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,6,MEDIUM,58.6,0.586,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,6,MEDIUM,45.3,0.453,0.677,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,6,LOW,26.8,0.268,0.52,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,6,LOW,28.6,0.286,0.487,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,6,LOW,28.7,0.287,0.431,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,6,HIGH,95.7,0.957,0.745,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,6,HIGH,89.7,0.897,0.809,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,6,HIGH,100.0,1.0,0.883,1,0,Poson Poya - peak pilgrimage of the year,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,6,HIGH,78.2,0.782,0.735,0,0,Poson Poya pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,6,MEDIUM,48.7,0.487,0.686,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,6,HIGH,74.0,0.74,0.755,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,6,MEDIUM,41.8,0.418,0.552,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,6,LOW,5.5,0.055,0.444,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,6,LOW,36.9,0.369,0.474,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,6,MEDIUM,58.7,0.587,0.716,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,6,MEDIUM,54.3,0.543,0.659,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,6,LOW,34.5,0.345,0.447,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,7,MEDIUM,58.4,0.584,0.547,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,7,MEDIUM,57.9,0.579,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,7,MEDIUM,50.3,0.503,0.639,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,7,HIGH,98.6,0.986,0.841,1,0,Esala Perahera festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,7,MEDIUM,55.6,0.556,0.603,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,7,LOW,39.9,0.399,0.391,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,7,MEDIUM,43.8,0.438,0.548,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,7,MEDIUM,42.5,0.425,0.478,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,7,HIGH,93.7,0.937,0.879,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,7,HIGH,99.7,0.997,0.881,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,7,HIGH,70.2,0.702,0.573,0,0,Esala season pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,7,MEDIUM,58.0,0.58,0.652,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
